member_id,effective_date,annual_salary
MBR-00446,2007-01-01,34270.79
MBR-00446,2008-01-01,35230.37
MBR-00446,2009-01-01,36216.82
MBR-00446,2010-01-01,37230.9
MBR-00446,2011-01-01,38273.36
MBR-00446,2012-01-01,39345.01
MBR-00446,2013-01-01,40446.67
MBR-00446,2014-01-01,41579.18
MBR-00446,2015-01-01,42743.4
MBR-00446,2016-01-01,43940.21
MBR-00446,2017-01-01,45170.54
MBR-00446,2018-01-01,46435.31
MBR-00446,2019-01-01,47735.5
MBR-00446,2020-01-01,49072.1
MBR-00446,2021-01-01,50446.12
MBR-00446,2022-01-01,51858.61
MBR-00446,2023-01-01,53310.65
MBR-00446,2024-01-01,54803.35
MBR-00446,2025-01-01,56337.84
MBR-00447,1987-01-01,48712.0
MBR-00447,1988-01-01,50075.94
MBR-00447,1989-01-01,51478.06
MBR-00447,1990-01-01,52919.45
MBR-00447,1991-01-01,54401.19
MBR-00447,1992-01-01,55924.43
MBR-00447,1993-01-01,57490.31
MBR-00447,1994-01-01,59100.04
MBR-00447,1995-01-01,60754.84
MBR-00447,1996-01-01,62455.98
MBR-00447,1997-01-01,64204.74
MBR-00447,1998-01-01,66002.48
MBR-00447,1999-01-01,67850.54
MBR-00447,2000-01-01,69750.36
MBR-00447,2001-01-01,71703.37
MBR-00447,2002-01-01,73711.06
MBR-00447,2003-01-01,75774.97
MBR-00447,2004-01-01,77896.67
MBR-00447,2005-01-01,80077.78
MBR-00447,2006-01-01,82319.96
MBR-00447,2007-01-01,84624.92
MBR-00447,2008-01-01,86994.41
MBR-00447,2009-01-01,89430.26
MBR-00447,2010-01-01,91934.31
MBR-00447,2011-01-01,94508.47
MBR-00447,2012-01-01,97154.7
MBR-00447,2013-01-01,99875.03
MBR-00447,2014-01-01,102671.54
MBR-00447,2015-01-01,105546.34
MBR-00447,2016-01-01,108501.64
MBR-00447,2017-01-01,111539.68
MBR-00447,2018-01-01,114662.79
MBR-00447,2019-01-01,117873.35
MBR-00447,2020-01-01,121173.8
MBR-00447,2021-01-01,124566.67
MBR-00447,2022-01-01,128054.54
MBR-00447,2023-01-01,131640.07
MBR-00447,2024-01-01,135325.99
MBR-00447,2025-01-01,139115.11
MBR-00447,2026-01-01,143010.34
MBR-00448,1982-01-01,60655.0
MBR-00448,1983-01-01,62353.34
MBR-00448,1984-01-01,64099.23
MBR-00448,1985-01-01,65894.01
MBR-00448,1986-01-01,67739.04
MBR-00448,1987-01-01,69635.74
MBR-00448,1988-01-01,71585.54
MBR-00448,1989-01-01,73589.93
MBR-00448,1990-01-01,75650.45
MBR-00448,1991-01-01,77768.66
MBR-00448,1992-01-01,79946.19
MBR-00448,1993-01-01,82184.68
MBR-00448,1994-01-01,84485.85
MBR-00448,1995-01-01,86851.45
MBR-00448,1996-01-01,89283.3
MBR-00448,1997-01-01,91783.23
MBR-00448,1998-01-01,94353.16
MBR-00448,1999-01-01,96995.05
MBR-00448,2000-01-01,99710.91
MBR-00448,2001-01-01,102502.81
MBR-00448,2002-01-01,105372.89
MBR-00448,2003-01-01,108323.33
MBR-00448,2004-01-01,111356.39
MBR-00448,2005-01-01,114474.37
MBR-00448,2006-01-01,117679.65
MBR-00448,2007-01-01,120974.68
MBR-00448,2008-01-01,124361.97
MBR-00449,1979-01-01,31481.0
MBR-00449,1980-01-01,32362.47
MBR-00449,1981-01-01,33268.62
MBR-00449,1982-01-01,34200.14
MBR-00449,1983-01-01,35157.74
MBR-00449,1984-01-01,36142.16
MBR-00449,1985-01-01,37154.14
MBR-00449,1986-01-01,38194.46
MBR-00449,1987-01-01,39263.9
MBR-00449,1988-01-01,40363.29
MBR-00449,1989-01-01,41493.46
MBR-00449,1990-01-01,42655.28
MBR-00449,1991-01-01,43849.63
MBR-00449,1992-01-01,45077.42
MBR-00449,1993-01-01,46339.58
MBR-00449,1994-01-01,47637.09
MBR-00449,1995-01-01,48970.93
MBR-00449,1996-01-01,50342.12
MBR-00449,1997-01-01,51751.7
MBR-00449,1998-01-01,53200.74
MBR-00449,1999-01-01,54690.36
MBR-00449,2000-01-01,56221.69
MBR-00449,2001-01-01,57795.9
MBR-00449,2002-01-01,59414.19
MBR-00449,2003-01-01,61077.78
MBR-00449,2004-01-01,62787.96
MBR-00449,2005-01-01,64546.02
MBR-00449,2006-01-01,66353.31
MBR-00449,2007-01-01,68211.21
MBR-00449,2008-01-01,70121.12
MBR-00449,2009-01-01,72084.51
MBR-00449,2010-01-01,74102.88
MBR-00449,2011-01-01,76177.76
MBR-00449,2012-01-01,78310.74
MBR-00449,2013-01-01,80503.44
MBR-00449,2014-01-01,82757.53
MBR-00449,2015-01-01,85074.74
MBR-00449,2016-01-01,87456.84
MBR-00449,2017-01-01,89905.63
MBR-00449,2018-01-01,92422.99
MBR-00449,2019-01-01,95010.83
MBR-00450,2001-01-01,65895.0
MBR-00450,2002-01-01,67740.06
MBR-00450,2003-01-01,69636.78
MBR-00450,2004-01-01,71586.61
MBR-00450,2005-01-01,73591.04
MBR-00450,2006-01-01,75651.59
MBR-00450,2007-01-01,77769.83
MBR-00450,2008-01-01,79947.39
MBR-00450,2009-01-01,82185.91
MBR-00450,2010-01-01,84487.12
MBR-00450,2011-01-01,86852.76
MBR-00450,2012-01-01,89284.63
MBR-00450,2013-01-01,91784.6
MBR-00450,2014-01-01,94354.57
MBR-00450,2015-01-01,96996.5
MBR-00450,2016-01-01,99712.4
MBR-00450,2017-01-01,102504.35
MBR-00450,2018-01-01,105374.47
MBR-00450,2019-01-01,108324.96
MBR-00450,2020-01-01,111358.06
MBR-00450,2021-01-01,114476.08
MBR-00450,2022-01-01,117681.41
MBR-00450,2023-01-01,120976.49
MBR-00450,2024-01-01,124363.83
MBR-00450,2025-01-01,127846.02
MBR-00450,2026-01-01,131425.71
MBR-00451,2016-01-01,50023.0
MBR-00451,2017-01-01,51423.64
MBR-00451,2018-01-01,52863.51
MBR-00451,2019-01-01,54343.68
MBR-00451,2020-01-01,55865.31
MBR-00451,2021-01-01,57429.54
MBR-00451,2022-01-01,59037.56
MBR-00451,2023-01-01,60690.61
MBR-00451,2024-01-01,62389.95
MBR-00451,2025-01-01,64136.87
MBR-00451,2026-01-01,65932.7
MBR-00451,2027-01-01,67778.82
MBR-00451,2028-01-01,69676.63
MBR-00451,2029-01-01,71627.57
MBR-00451,2030-01-01,73633.14
MBR-00451,2031-01-01,75694.87
MBR-00451,2032-01-01,77814.33
MBR-00451,2033-01-01,79993.13
MBR-00451,2034-01-01,82232.94
MBR-00451,2035-01-01,84535.46
MBR-00451,2036-01-01,86902.45
MBR-00451,2037-01-01,89335.72
MBR-00451,2038-01-01,91837.12
MBR-00451,2039-01-01,94408.56
MBR-00451,2040-01-01,97052.0
MBR-00452,1983-01-01,43746.0
MBR-00452,1984-01-01,44970.89
MBR-00452,1985-01-01,46230.07
MBR-00452,1986-01-01,47524.51
MBR-00452,1987-01-01,48855.2
MBR-00452,1988-01-01,50223.15
MBR-00452,1989-01-01,51629.4
MBR-00452,1990-01-01,53075.02
MBR-00452,1991-01-01,54561.12
MBR-00452,1992-01-01,56088.83
MBR-00452,1993-01-01,57659.32
MBR-00452,1994-01-01,59273.78
MBR-00452,1995-01-01,60933.44
MBR-00452,1996-01-01,62639.58
MBR-00452,1997-01-01,64393.49
MBR-00452,1998-01-01,66196.51
MBR-00452,1999-01-01,68050.01
MBR-00452,2000-01-01,69955.41
MBR-00452,2001-01-01,71914.16
MBR-00452,2002-01-01,73927.76
MBR-00452,2003-01-01,75997.73
MBR-00452,2004-01-01,78125.67
MBR-00452,2005-01-01,80313.19
MBR-00452,2006-01-01,82561.96
MBR-00452,2007-01-01,84873.69
MBR-00452,2008-01-01,87250.16
MBR-00452,2009-01-01,89693.16
MBR-00452,2010-01-01,92204.57
MBR-00452,2011-01-01,94786.3
MBR-00452,2012-01-01,97440.31
MBR-00452,2013-01-01,100168.64
MBR-00452,2014-01-01,102973.36
MBR-00452,2015-01-01,105856.62
MBR-00452,2016-01-01,108820.6
MBR-00452,2017-01-01,111867.58
MBR-00452,2018-01-01,114999.87
MBR-00452,2019-01-01,118219.87
MBR-00452,2020-01-01,121530.03
MBR-00452,2021-01-01,124932.87
MBR-00452,2022-01-01,128430.99
MBR-00452,2023-01-01,132027.05
MBR-00452,2024-01-01,135723.81
MBR-00452,2025-01-01,139524.08
MBR-00452,2026-01-01,143430.75
MBR-00453,1998-01-01,70424.0
MBR-00453,1999-01-01,72395.87
MBR-00453,2000-01-01,74422.96
MBR-00453,2001-01-01,76506.8
MBR-00453,2002-01-01,78648.99
MBR-00453,2003-01-01,80851.16
MBR-00453,2004-01-01,83114.99
MBR-00453,2005-01-01,85442.21
MBR-00453,2006-01-01,87834.6
MBR-00453,2007-01-01,90293.96
MBR-00453,2008-01-01,92822.2
MBR-00453,2009-01-01,95421.22
MBR-00453,2010-01-01,98093.01
MBR-00453,2011-01-01,100839.62
MBR-00453,2012-01-01,103663.12
MBR-00453,2013-01-01,106565.69
MBR-00453,2014-01-01,109549.53
MBR-00453,2015-01-01,112616.92
MBR-00453,2016-01-01,115770.19
MBR-00453,2017-01-01,119011.76
MBR-00453,2018-01-01,122344.09
MBR-00453,2019-01-01,125769.72
MBR-00453,2020-01-01,129291.27
MBR-00453,2021-01-01,132911.43
MBR-00453,2022-01-01,136632.95
MBR-00453,2023-01-01,140458.67
MBR-00454,2009-01-01,69516.0
MBR-00454,2010-01-01,71462.45
MBR-00454,2011-01-01,73463.4
MBR-00454,2012-01-01,75520.37
MBR-00454,2013-01-01,77634.94
MBR-00454,2014-01-01,79808.72
MBR-00454,2015-01-01,82043.36
MBR-00454,2016-01-01,84340.58
MBR-00454,2017-01-01,86702.12
MBR-00454,2018-01-01,89129.77
MBR-00454,2019-01-01,91625.41
MBR-00454,2020-01-01,94190.92
MBR-00454,2021-01-01,96828.27
MBR-00454,2022-01-01,99539.46
MBR-00454,2023-01-01,102326.56
MBR-00454,2024-01-01,105191.71
MBR-00454,2025-01-01,108137.07
MBR-00454,2026-01-01,111164.91
MBR-00454,2027-01-01,114277.53
MBR-00454,2028-01-01,117477.3
MBR-00454,2029-01-01,120766.66
MBR-00454,2030-01-01,124148.13
MBR-00454,2031-01-01,127624.28
MBR-00455,1974-01-01,71249.0
MBR-00455,1975-01-01,73243.97
MBR-00455,1976-01-01,75294.8
MBR-00455,1977-01-01,77403.06
MBR-00455,1978-01-01,79570.34
MBR-00455,1979-01-01,81798.31
MBR-00455,1980-01-01,84088.67
MBR-00455,1981-01-01,86443.15
MBR-00455,1982-01-01,88863.56
MBR-00455,1983-01-01,91351.74
MBR-00455,1984-01-01,93909.58
MBR-00455,1985-01-01,96539.05
MBR-00455,1986-01-01,99242.15
MBR-00455,1987-01-01,102020.93
MBR-00455,1988-01-01,104877.51
MBR-00455,1989-01-01,107814.08
MBR-00455,1990-01-01,110832.88
MBR-00455,1991-01-01,113936.2
MBR-00455,1992-01-01,117126.41
MBR-00455,1993-01-01,120405.95
MBR-00455,1994-01-01,123777.32
MBR-00455,1995-01-01,127243.08
MBR-00455,1996-01-01,130805.89
MBR-00455,1997-01-01,134468.45
MBR-00455,1998-01-01,138233.57
MBR-00455,1999-01-01,142104.11
MBR-00455,2000-01-01,146083.03
MBR-00455,2001-01-01,150173.35
MBR-00455,2002-01-01,154378.2
MBR-00455,2003-01-01,158700.79
MBR-00455,2004-01-01,163144.42
MBR-00455,2005-01-01,167712.46
MBR-00455,2006-01-01,172408.41
MBR-00455,2007-01-01,177235.84
MBR-00455,2008-01-01,182198.45
MBR-00455,2009-01-01,187300.0
MBR-00455,2010-01-01,192544.4
MBR-00455,2011-01-01,197935.65
MBR-00455,2012-01-01,203477.85
MBR-00455,2013-01-01,209175.23
MBR-00455,2014-01-01,215032.13
MBR-00455,2015-01-01,221053.03
MBR-00455,2016-01-01,227242.52
MBR-00455,2017-01-01,233605.31
MBR-00456,1974-01-01,28944.0
MBR-00456,1975-01-01,29754.43
MBR-00456,1976-01-01,30587.56
MBR-00456,1977-01-01,31444.01
MBR-00456,1978-01-01,32324.44
MBR-00456,1979-01-01,33229.52
MBR-00456,1980-01-01,34159.95
MBR-00456,1981-01-01,35116.43
MBR-00456,1982-01-01,36099.69
MBR-00456,1983-01-01,37110.48
MBR-00456,1984-01-01,38149.57
MBR-00456,1985-01-01,39217.76
MBR-00456,1986-01-01,40315.86
MBR-00456,1987-01-01,41444.7
MBR-00456,1988-01-01,42605.16
MBR-00456,1989-01-01,43798.1
MBR-00456,1990-01-01,45024.45
MBR-00456,1991-01-01,46285.13
MBR-00456,1992-01-01,47581.11
MBR-00456,1993-01-01,48913.39
MBR-00456,1994-01-01,50282.96
MBR-00456,1995-01-01,51690.88
MBR-00456,1996-01-01,53138.23
MBR-00456,1997-01-01,54626.1
MBR-00456,1998-01-01,56155.63
MBR-00456,1999-01-01,57727.99
MBR-00456,2000-01-01,59344.37
MBR-00456,2001-01-01,61006.01
MBR-00456,2002-01-01,62714.18
MBR-00456,2003-01-01,64470.18
MBR-00456,2004-01-01,66275.34
MBR-00456,2005-01-01,68131.05
MBR-00456,2006-01-01,70038.72
MBR-00456,2007-01-01,71999.81
MBR-00456,2008-01-01,74015.8
MBR-00456,2009-01-01,76088.24
MBR-00456,2010-01-01,78218.72
MBR-00456,2011-01-01,80408.84
MBR-00457,2005-01-01,67401.0
MBR-00457,2006-01-01,69288.23
MBR-00457,2007-01-01,71228.3
MBR-00457,2008-01-01,73222.69
MBR-00457,2009-01-01,75272.93
MBR-00457,2010-01-01,77380.57
MBR-00457,2011-01-01,79547.22
MBR-00457,2012-01-01,81774.55
MBR-00457,2013-01-01,84064.23
MBR-00457,2014-01-01,86418.03
MBR-00457,2015-01-01,88837.74
MBR-00457,2016-01-01,91325.19
MBR-00457,2017-01-01,93882.3
MBR-00457,2018-01-01,96511.0
MBR-00457,2019-01-01,99213.31
MBR-00457,2020-01-01,101991.28
MBR-00457,2021-01-01,104847.04
MBR-00457,2022-01-01,107782.76
MBR-00457,2023-01-01,110800.67
MBR-00457,2024-01-01,113903.09
MBR-00457,2025-01-01,117092.38
MBR-00457,2026-01-01,120370.97
MBR-00458,1991-01-01,29002.0
MBR-00458,1992-01-01,29814.06
MBR-00458,1993-01-01,30648.85
MBR-00458,1994-01-01,31507.02
MBR-00458,1995-01-01,32389.21
MBR-00458,1996-01-01,33296.11
MBR-00458,1997-01-01,34228.4
MBR-00458,1998-01-01,35186.8
MBR-00458,1999-01-01,36172.03
MBR-00458,2000-01-01,37184.85
MBR-00458,2001-01-01,38226.02
MBR-00458,2002-01-01,39296.35
MBR-00458,2003-01-01,40396.65
MBR-00458,2004-01-01,41527.75
MBR-00458,2005-01-01,42690.53
MBR-00458,2006-01-01,43885.87
MBR-00458,2007-01-01,45114.67
MBR-00458,2008-01-01,46377.88
MBR-00458,2009-01-01,47676.46
MBR-00458,2010-01-01,49011.4
MBR-00458,2011-01-01,50383.72
MBR-00458,2012-01-01,51794.47
MBR-00458,2013-01-01,53244.71
MBR-00458,2014-01-01,54735.56
MBR-00458,2015-01-01,56268.16
MBR-00458,2016-01-01,57843.67
MBR-00458,2017-01-01,59463.29
MBR-00458,2018-01-01,61128.26
MBR-00458,2019-01-01,62839.85
MBR-00459,2007-01-01,55672.0
MBR-00459,2008-01-01,57230.82
MBR-00459,2009-01-01,58833.28
MBR-00459,2010-01-01,60480.61
MBR-00459,2011-01-01,62174.07
MBR-00459,2012-01-01,63914.94
MBR-00459,2013-01-01,65704.56
MBR-00459,2014-01-01,67544.29
MBR-00459,2015-01-01,69435.53
MBR-00459,2016-01-01,71379.72
MBR-00459,2017-01-01,73378.35
MBR-00459,2018-01-01,75432.95
MBR-00459,2019-01-01,77545.07
MBR-00459,2020-01-01,79716.33
MBR-00459,2021-01-01,81948.39
MBR-00459,2022-01-01,84242.95
MBR-00459,2023-01-01,86601.75
MBR-00459,2024-01-01,89026.6
MBR-00459,2025-01-01,91519.34
MBR-00459,2026-01-01,94081.88
MBR-00460,2008-01-01,70458.0
MBR-00460,2009-01-01,72430.82
MBR-00460,2010-01-01,74458.89
MBR-00460,2011-01-01,76543.74
MBR-00460,2012-01-01,78686.96
MBR-00460,2013-01-01,80890.2
MBR-00460,2014-01-01,83155.12
MBR-00460,2015-01-01,85483.46
MBR-00460,2016-01-01,87877.0
MBR-00460,2017-01-01,90337.56
MBR-00460,2018-01-01,92867.01
MBR-00460,2019-01-01,95467.29
MBR-00460,2020-01-01,98140.37
MBR-00460,2021-01-01,100888.3
MBR-00460,2022-01-01,103713.17
MBR-00460,2023-01-01,106617.14
MBR-00460,2024-01-01,109602.42
MBR-00460,2025-01-01,112671.29
MBR-00460,2026-01-01,115826.08
MBR-00460,2027-01-01,119069.21
MBR-00460,2028-01-01,122403.15
MBR-00460,2029-01-01,125830.44
MBR-00460,2030-01-01,129353.69
MBR-00460,2031-01-01,132975.6
MBR-00460,2032-01-01,136698.91
MBR-00460,2033-01-01,140526.48
MBR-00460,2034-01-01,144461.22
MBR-00460,2035-01-01,148506.14
MBR-00460,2036-01-01,152664.31
MBR-00460,2037-01-01,156938.91
MBR-00460,2038-01-01,161333.2
MBR-00460,2039-01-01,165850.53
MBR-00460,2040-01-01,170494.35
MBR-00460,2041-01-01,175268.19
MBR-00460,2042-01-01,180175.7
MBR-00461,1995-01-01,68782.0
MBR-00461,1996-01-01,70707.9
MBR-00461,1997-01-01,72687.72
MBR-00461,1998-01-01,74722.97
MBR-00461,1999-01-01,76815.22
MBR-00461,2000-01-01,78966.04
MBR-00461,2001-01-01,81177.09
MBR-00461,2002-01-01,83450.05
MBR-00461,2003-01-01,85786.65
MBR-00461,2004-01-01,88188.68
MBR-00461,2005-01-01,90657.96
MBR-00461,2006-01-01,93196.38
MBR-00461,2007-01-01,95805.88
MBR-00461,2008-01-01,98488.45
MBR-00461,2009-01-01,101246.12
MBR-00461,2010-01-01,104081.02
MBR-00461,2011-01-01,106995.28
MBR-00461,2012-01-01,109991.15
MBR-00461,2013-01-01,113070.9
MBR-00461,2014-01-01,116236.89
MBR-00461,2015-01-01,119491.52
MBR-00461,2016-01-01,122837.28
MBR-00461,2017-01-01,126276.73
MBR-00461,2018-01-01,129812.48
MBR-00461,2019-01-01,133447.23
MBR-00461,2020-01-01,137183.75
MBR-00461,2021-01-01,141024.89
MBR-00461,2022-01-01,144973.59
MBR-00461,2023-01-01,149032.85
MBR-00461,2024-01-01,153205.77
MBR-00461,2025-01-01,157495.53
MBR-00461,2026-01-01,161905.41
MBR-00462,1989-01-01,31947.0
MBR-00462,1990-01-01,32841.52
MBR-00462,1991-01-01,33761.08
MBR-00462,1992-01-01,34706.39
MBR-00462,1993-01-01,35678.17
MBR-00462,1994-01-01,36677.16
MBR-00462,1995-01-01,37704.12
MBR-00462,1996-01-01,38759.83
MBR-00462,1997-01-01,39845.11
MBR-00462,1998-01-01,40960.77
MBR-00462,1999-01-01,42107.67
MBR-00462,2000-01-01,43286.69
MBR-00462,2001-01-01,44498.71
MBR-00462,2002-01-01,45744.68
MBR-00462,2003-01-01,47025.53
MBR-00462,2004-01-01,48342.24
MBR-00462,2005-01-01,49695.83
MBR-00462,2006-01-01,51087.31
MBR-00462,2007-01-01,52517.75
MBR-00462,2008-01-01,53988.25
MBR-00462,2009-01-01,55499.92
MBR-00462,2010-01-01,57053.92
MBR-00462,2011-01-01,58651.43
MBR-00462,2012-01-01,60293.67
MBR-00462,2013-01-01,61981.89
MBR-00462,2014-01-01,63717.39
MBR-00463,1992-01-01,68699.0
MBR-00463,1993-01-01,70622.57
MBR-00463,1994-01-01,72600.0
MBR-00463,1995-01-01,74632.8
MBR-00463,1996-01-01,76722.52
MBR-00463,1997-01-01,78870.75
MBR-00463,1998-01-01,81079.13
MBR-00463,1999-01-01,83349.35
MBR-00463,2000-01-01,85683.13
MBR-00463,2001-01-01,88082.26
MBR-00463,2002-01-01,90548.56
MBR-00463,2003-01-01,93083.92
MBR-00463,2004-01-01,95690.27
MBR-00463,2005-01-01,98369.6
MBR-00463,2006-01-01,101123.95
MBR-00463,2007-01-01,103955.42
MBR-00463,2008-01-01,106866.17
MBR-00463,2009-01-01,109858.42
MBR-00463,2010-01-01,112934.46
MBR-00463,2011-01-01,116096.62
MBR-00463,2012-01-01,119347.33
MBR-00463,2013-01-01,122689.06
MBR-00463,2014-01-01,126124.35
MBR-00463,2015-01-01,129655.83
MBR-00463,2016-01-01,133286.19
MBR-00463,2017-01-01,137018.21
MBR-00463,2018-01-01,140854.72
MBR-00463,2019-01-01,144798.65
MBR-00464,1997-01-01,63836.0
MBR-00464,1998-01-01,65623.41
MBR-00464,1999-01-01,67460.86
MBR-00464,2000-01-01,69349.77
MBR-00464,2001-01-01,71291.56
MBR-00464,2002-01-01,73287.72
MBR-00464,2003-01-01,75339.78
MBR-00464,2004-01-01,77449.29
MBR-00464,2005-01-01,79617.88
MBR-00464,2006-01-01,81847.18
MBR-00464,2007-01-01,84138.9
MBR-00464,2008-01-01,86494.79
MBR-00464,2009-01-01,88916.64
MBR-00464,2010-01-01,91406.31
MBR-00464,2011-01-01,93965.68
MBR-00464,2012-01-01,96596.72
MBR-00464,2013-01-01,99301.43
MBR-00464,2014-01-01,102081.87
MBR-00464,2015-01-01,104940.16
MBR-00464,2016-01-01,107878.49
MBR-00464,2017-01-01,110899.08
MBR-00464,2018-01-01,114004.26
MBR-00464,2019-01-01,117196.38
MBR-00464,2020-01-01,120477.88
MBR-00464,2021-01-01,123851.26
MBR-00465,1992-01-01,72501.0
MBR-00465,1993-01-01,74531.03
MBR-00465,1994-01-01,76617.9
MBR-00465,1995-01-01,78763.2
MBR-00465,1996-01-01,80968.57
MBR-00465,1997-01-01,83235.69
MBR-00465,1998-01-01,85566.29
MBR-00465,1999-01-01,87962.14
MBR-00465,2000-01-01,90425.08
MBR-00465,2001-01-01,92956.98
MBR-00465,2002-01-01,95559.78
MBR-00465,2003-01-01,98235.45
MBR-00465,2004-01-01,100986.05
MBR-00465,2005-01-01,103813.66
MBR-00465,2006-01-01,106720.44
MBR-00465,2007-01-01,109708.61
MBR-00465,2008-01-01,112780.45
MBR-00465,2009-01-01,115938.3
MBR-00466,2002-01-01,31245.0
MBR-00466,2003-01-01,32119.86
MBR-00466,2004-01-01,33019.22
MBR-00466,2005-01-01,33943.75
MBR-00466,2006-01-01,34894.18
MBR-00466,2007-01-01,35871.22
MBR-00466,2008-01-01,36875.61
MBR-00466,2009-01-01,37908.13
MBR-00466,2010-01-01,38969.55
MBR-00466,2011-01-01,40060.7
MBR-00466,2012-01-01,41182.4
MBR-00466,2013-01-01,42335.51
MBR-00466,2014-01-01,43520.9
MBR-00466,2015-01-01,44739.49
MBR-00466,2016-01-01,45992.19
MBR-00466,2017-01-01,47279.98
MBR-00466,2018-01-01,48603.82
MBR-00466,2019-01-01,49964.72
MBR-00466,2020-01-01,51363.73
MBR-00466,2021-01-01,52801.92
MBR-00466,2022-01-01,54280.37
MBR-00466,2023-01-01,55800.22
MBR-00466,2024-01-01,57362.63
MBR-00466,2025-01-01,58968.78
MBR-00466,2026-01-01,60619.91
MBR-00466,2027-01-01,62317.27
MBR-00467,1999-01-01,55824.0
MBR-00467,2000-01-01,57387.07
MBR-00467,2001-01-01,58993.91
MBR-00467,2002-01-01,60645.74
MBR-00467,2003-01-01,62343.82
MBR-00467,2004-01-01,64089.45
MBR-00467,2005-01-01,65883.95
MBR-00467,2006-01-01,67728.7
MBR-00467,2007-01-01,69625.11
MBR-00467,2008-01-01,71574.61
MBR-00467,2009-01-01,73578.7
MBR-00467,2010-01-01,75638.9
MBR-00467,2011-01-01,77756.79
MBR-00467,2012-01-01,79933.98
MBR-00467,2013-01-01,82172.13
MBR-00467,2014-01-01,84472.95
MBR-00467,2015-01-01,86838.19
MBR-00467,2016-01-01,89269.66
MBR-00467,2017-01-01,91769.21
MBR-00467,2018-01-01,94338.75
MBR-00467,2019-01-01,96980.24
MBR-00467,2020-01-01,99695.68
MBR-00467,2021-01-01,102487.16
MBR-00467,2022-01-01,105356.8
MBR-00467,2023-01-01,108306.79
MBR-00467,2024-01-01,111339.39
MBR-00467,2025-01-01,114456.89
MBR-00467,2026-01-01,117661.68
MBR-00467,2027-01-01,120956.21
MBR-00467,2028-01-01,124342.98
MBR-00467,2029-01-01,127824.59
MBR-00467,2030-01-01,131403.67
MBR-00467,2031-01-01,135082.98
MBR-00467,2032-01-01,138865.3
MBR-00467,2033-01-01,142753.53
MBR-00467,2034-01-01,146750.63
MBR-00468,1983-01-01,68790.0
MBR-00468,1984-01-01,70716.12
MBR-00468,1985-01-01,72696.17
MBR-00468,1986-01-01,74731.66
MBR-00468,1987-01-01,76824.15
MBR-00468,1988-01-01,78975.23
MBR-00468,1989-01-01,81186.53
MBR-00468,1990-01-01,83459.76
MBR-00468,1991-01-01,85796.63
MBR-00468,1992-01-01,88198.94
MBR-00468,1993-01-01,90668.51
MBR-00468,1994-01-01,93207.22
MBR-00468,1995-01-01,95817.03
MBR-00468,1996-01-01,98499.9
MBR-00468,1997-01-01,101257.9
MBR-00468,1998-01-01,104093.12
MBR-00468,1999-01-01,107007.73
MBR-00468,2000-01-01,110003.94
MBR-00468,2001-01-01,113084.06
MBR-00468,2002-01-01,116250.41
MBR-00468,2003-01-01,119505.42
MBR-00468,2004-01-01,122851.57
MBR-00468,2005-01-01,126291.42
MBR-00468,2006-01-01,129827.58
MBR-00468,2007-01-01,133462.75
MBR-00468,2008-01-01,137199.7
MBR-00468,2009-01-01,141041.3
MBR-00468,2010-01-01,144990.45
MBR-00468,2011-01-01,149050.19
MBR-00468,2012-01-01,153223.59
MBR-00468,2013-01-01,157513.85
MBR-00468,2014-01-01,161924.24
MBR-00468,2015-01-01,166458.12
MBR-00468,2016-01-01,171118.94
MBR-00468,2017-01-01,175910.28
MBR-00468,2018-01-01,180835.76
MBR-00468,2019-01-01,185899.16
MBR-00468,2020-01-01,191104.34
MBR-00468,2021-01-01,196455.26
MBR-00468,2022-01-01,201956.01
MBR-00469,1996-01-01,28354.0
MBR-00469,1997-01-01,29147.91
MBR-00469,1998-01-01,29964.05
MBR-00469,1999-01-01,30803.05
MBR-00469,2000-01-01,31665.53
MBR-00469,2001-01-01,32552.17
MBR-00469,2002-01-01,33463.63
MBR-00469,2003-01-01,34400.61
MBR-00469,2004-01-01,35363.83
MBR-00469,2005-01-01,36354.01
MBR-00469,2006-01-01,37371.93
MBR-00469,2007-01-01,38418.34
MBR-00469,2008-01-01,39494.05
MBR-00469,2009-01-01,40599.89
MBR-00469,2010-01-01,41736.68
MBR-00469,2011-01-01,42905.31
MBR-00469,2012-01-01,44106.66
MBR-00469,2013-01-01,45341.65
MBR-00469,2014-01-01,46611.21
MBR-00469,2015-01-01,47916.33
MBR-00469,2016-01-01,49257.98
MBR-00469,2017-01-01,50637.21
MBR-00469,2018-01-01,52055.05
MBR-00469,2019-01-01,53512.59
MBR-00469,2020-01-01,55010.94
MBR-00470,1991-01-01,67105.0
MBR-00470,1992-01-01,68983.94
MBR-00470,1993-01-01,70915.49
MBR-00470,1994-01-01,72901.12
MBR-00470,1995-01-01,74942.36
MBR-00470,1996-01-01,77040.74
MBR-00470,1997-01-01,79197.88
MBR-00470,1998-01-01,81415.42
MBR-00470,1999-01-01,83695.05
MBR-00470,2000-01-01,86038.52
MBR-00470,2001-01-01,88447.59
MBR-00470,2002-01-01,90924.13
MBR-00470,2003-01-01,93470.0
MBR-00470,2004-01-01,96087.16
MBR-00470,2005-01-01,98777.6
MBR-00470,2006-01-01,101543.38
MBR-00470,2007-01-01,104386.59
MBR-00470,2008-01-01,107309.42
MBR-00470,2009-01-01,110314.08
MBR-00470,2010-01-01,113402.87
MBR-00470,2011-01-01,116578.15
