member_id,birth_date,hire_date,prior_termination_date,rehire_date,termination_date,retirement_date,plan_tier,survivor_option
MBR-00699,1947-03-07,1984-02-18,,,2009-04-01,2009-04-01,lay,js50
MBR-00700,1959-10-21,1993-05-10,,,2028-06-01,2028-06-01,clergy,js50
MBR-00701,1949-08-25,1987-08-03,,,2015-06-01,2015-06-01,lay,js100
MBR-00702,1958-04-11,2001-03-10,,,2026-09-01,2026-09-01,clergy,js100
MBR-00703,1970-10-04,2012-02-22,,,,,lay,none
MBR-00704,1962-08-08,2000-12-26,,,2032-05-01,2032-05-01,lay,js50
MBR-00705,1969-06-04,1996-01-06,,,,,clergy,js100
MBR-00706,1963-01-01,1994-08-03,,,2030-02-01,2030-02-01,clergy,js50
MBR-00707,1949-07-12,1984-08-05,,,2010-02-01,2010-02-01,lay,none
MBR-00708,1948-01-03,1974-11-19,,,,,clergy,none
MBR-00709,1971-10-07,2009-06-09,,,2041-11-01,2041-11-01,lay,none
MBR-00710,1963-12-19,1988-06-23,,,2033-05-01,2033-05-01,clergy,none
MBR-00711,1956-07-18,1982-08-04,,,2018-07-01,2018-07-01,clergy,js100
MBR-00712,1965-11-19,1994-08-23,,,,,clergy,js50
MBR-00713,1974-05-22,2011-09-13,,,,,lay,js50
MBR-00714,1969-04-10,2000-03-02,,,,,lay,none
MBR-00715,1966-12-25,1997-09-28,,,2031-10-01,2031-10-01,clergy,js50
MBR-00716,1947-04-15,1987-12-20,,,2015-02-01,2015-02-01,lay,none
MBR-00717,1959-07-22,1994-01-14,,,2025-12-01,2025-12-01,lay,js50
MBR-00718,1948-01-14,1979-08-18,,,2017-08-01,2017-08-01,lay,js100
MBR-00719,1947-09-06,1983-10-12,,,2010-11-01,2010-11-01,lay,js50
MBR-00720,1950-10-26,1985-05-07,,,2018-11-01,2018-11-01,clergy,js100
MBR-00721,1964-01-24,2000-12-01,,,2026-01-01,2026-01-01,clergy,js100
MBR-00722,1951-09-18,1982-07-07,,,,,lay,none
MBR-00723,1951-09-09,1977-12-10,,,,,clergy,none
MBR-00724,1974-12-21,1998-05-09,,,2035-11-01,2035-11-01,clergy,none
MBR-00725,1959-01-06,1986-02-12,,,,,clergy,js50
MBR-00726,1974-06-11,1999-02-03,,,,,lay,none
MBR-00727,1956-03-28,1983-09-16,,,2019-03-01,2019-03-01,clergy,js100
MBR-00728,1966-12-21,1997-11-04,,,2027-10-01,2027-10-01,clergy,js100
MBR-00729,1960-06-18,1987-11-23,,,2027-04-01,2027-04-01,lay,none
MBR-00730,1955-11-09,1982-11-11,,,2026-07-01,2026-07-01,lay,js50
MBR-00731,1972-12-15,2005-10-13,,,2036-02-01,2036-02-01,lay,none
MBR-00732,1963-09-06,2006-01-11,,,2029-07-01,2029-07-01,lay,js100
MBR-00733,1963-07-17,2006-02-10,,,2032-06-01,2032-06-01,clergy,js100
MBR-00734,1974-10-14,2004-10-04,,,2039-07-01,2039-07-01,clergy,js50
MBR-00735,1948-02-05,1979-06-14,,,2012-12-01,2012-12-01,lay,js50
MBR-00736,1955-12-18,1987-09-27,,,2021-03-01,2021-03-01,lay,js50
MBR-00737,1951-08-04,1980-06-25,,,,,clergy,js100
MBR-00738,1961-09-08,1986-08-11,,,2028-04-01,2028-04-01,lay,js100
MBR-00739,1947-09-28,1983-01-17,,,,,lay,js100
MBR-00740,1956-12-08,1994-11-20,,,,,lay,js100
MBR-00741,1971-12-17,2009-12-11,,,2033-09-01,2033-09-01,lay,js100
MBR-00742,1947-08-13,1985-08-28,,,,,clergy,none
MBR-00743,1963-10-11,2001-01-16,,,2024-07-01,2024-07-01,clergy,js50
MBR-00744,1949-04-01,1975-06-06,,,2020-03-01,2020-03-01,clergy,js50
MBR-00745,1956-01-20,1998-04-11,,,2021-11-01,2021-11-01,clergy,js50
MBR-00746,1964-06-10,1988-07-20,,,2025-12-01,2025-12-01,lay,js50
MBR-00747,1971-09-09,2000-02-12,,,2033-12-01,2033-12-01,lay,js100
MBR-00748,1955-07-26,1996-10-21,,,,,clergy,none
MBR-00749,1953-06-05,1993-08-18,,,2019-07-01,2019-07-01,lay,js100
MBR-00750,1960-11-19,2001-05-20,,,2024-03-01,2024-03-01,clergy,none
MBR-00751,1952-09-06,1985-09-13,,,2017-11-01,2017-11-01,lay,none
MBR-00752,1951-02-03,1975-01-10,,,2012-09-01,2012-09-01,lay,js50
MBR-00753,1959-07-08,1986-03-16,,,2023-05-01,2023-05-01,clergy,none
MBR-00754,1962-01-26,1986-06-12,,,2027-08-01,2027-08-01,clergy,js50
MBR-00755,1964-08-01,1996-04-20,,,2032-03-01,2032-03-01,clergy,none
MBR-00756,1954-04-09,1987-09-13,,,2025-01-01,2025-01-01,lay,none
MBR-00757,1949-12-19,1977-07-27,,,2016-03-01,2016-03-01,lay,none
MBR-00758,1975-05-06,2006-11-17,,,2035-11-01,2035-11-01,lay,none
MBR-00759,1958-10-28,1999-09-18,,,,,lay,js100
MBR-00760,1970-07-12,2005-09-24,,,2040-07-01,2040-07-01,clergy,none
MBR-00761,1953-05-21,1981-07-19,,,,,lay,js100
MBR-00762,1971-04-21,1995-07-27,,,,,clergy,none
MBR-00763,1946-09-23,1974-07-07,,,2013-08-01,2013-08-01,clergy,js50
MBR-00764,1951-10-24,1977-06-21,,,2016-01-01,2016-01-01,lay,none
MBR-00765,1975-09-11,2006-04-03,,,,,lay,js50
MBR-00766,1970-04-03,2007-05-17,,,2030-08-01,2030-08-01,lay,js50
MBR-00767,1950-01-06,1987-05-10,,,,,clergy,none
MBR-00768,1970-10-07,2006-01-16,,,2036-10-01,2036-10-01,lay,none
MBR-00769,1964-06-17,1992-05-12,,,2024-10-01,2024-10-01,clergy,none
MBR-00770,1970-11-15,2013-08-14,,,2036-04-01,2036-04-01,clergy,js100
MBR-00771,1971-02-19,1998-01-18,,,,,clergy,js100
MBR-00772,1953-01-17,1993-02-10,,,2022-01-01,2022-01-01,clergy,js100
MBR-00773,1956-01-16,1981-06-27,,,2024-11-01,2024-11-01,clergy,js100
MBR-00774,1962-05-16,1989-01-05,,,,,clergy,js100
MBR-00775,1946-08-10,1970-03-28,,,2015-11-01,2015-11-01,clergy,none
MBR-00776,1957-02-19,1999-06-28,,,,,clergy,js100
MBR-00777,1965-09-17,2006-09-06,,,2035-01-01,2035-01-01,clergy,js50
MBR-00778,1961-11-12,1985-09-18,,,2030-03-01,2030-03-01,clergy,js100
MBR-00779,1954-01-23,1982-06-19,,,2020-04-01,2020-04-01,lay,none
MBR-00780,1964-11-09,1998-11-20,,,2031-01-01,2031-01-01,lay,none
MBR-00781,1964-05-20,1996-11-14,,,2032-10-01,2032-10-01,clergy,js50
MBR-00782,1967-04-13,2003-03-04,,,2032-03-01,2032-03-01,lay,js100
MBR-00783,1962-09-09,1991-12-04,,,2031-04-01,2031-04-01,lay,js100
MBR-00784,1953-08-26,1978-12-02,,,2022-08-01,2022-08-01,clergy,none
MBR-00785,1957-05-14,1993-03-02,,,2026-09-01,2026-09-01,clergy,js50
MBR-00786,1953-06-10,1993-11-11,,,2020-10-01,2020-10-01,lay,js100
MBR-00787,1970-12-17,2007-06-12,,,2038-03-01,2038-03-01,lay,js50
MBR-00788,1948-03-16,1983-07-18,,,2018-01-01,2018-01-01,lay,js100
MBR-00789,1969-07-20,2010-05-09,,,2038-05-01,2038-05-01,lay,js50
MBR-00790,1974-02-23,2008-07-17,,,2041-11-01,2041-11-01,clergy,js50
MBR-00791,1968-03-15,2002-03-22,,,2030-02-01,2030-02-01,lay,none
MBR-00792,1950-03-08,1977-10-23,,,2020-06-01,2020-06-01,lay,none
MBR-00793,1952-02-07,1984-11-03,,,2023-01-01,2023-01-01,clergy,js50
MBR-00794,1961-10-25,1992-07-14,,,2025-03-01,2025-03-01,clergy,js100
MBR-00795,1962-02-19,1989-01-12,,,,,lay,js100
MBR-00796,1957-04-22,1995-11-14,,,2025-04-01,2025-04-01,clergy,js100
MBR-00797,1952-05-25,1978-05-02,,,2016-09-01,2016-09-01,clergy,js50
MBR-00798,1948-01-10,1981-11-04,,,2014-12-01,2014-12-01,clergy,js100
MBR-00799,1950-06-14,1987-02-21,,,2019-11-01,2019-11-01,lay,none
MBR-00800,1946-05-24,1988-01-23,,,2009-10-01,2009-10-01,clergy,js50
MBR-00801,1950-02-04,1993-11-26,,,2021-01-01,2021-01-01,clergy,none
MBR-00802,1972-11-04,1999-09-22,,,2042-05-01,2042-05-01,lay,js100
MBR-00803,1965-07-17,1991-08-11,,,,,clergy,none
MBR-00804,1971-10-15,2004-05-14,,,,,lay,js50
MBR-00805,1947-11-21,1975-08-27,,,2011-08-01,2011-08-01,clergy,js100
MBR-00806,1954-02-21,1978-09-20,,,2023-01-01,2023-01-01,clergy,js100
MBR-00807,1974-12-04,1998-06-15,,,2040-07-01,2040-07-01,clergy,js50
MBR-00808,1972-05-09,2005-02-02,,,2036-12-01,2036-12-01,clergy,none
MBR-00809,1974-05-24,2008-04-22,,,2043-12-01,2043-12-01,clergy,none
MBR-00810,1949-05-03,1984-01-02,,,,,clergy,js100
MBR-00811,1962-08-01,1997-06-06,,,,,lay,none
MBR-00812,1952-02-13,1980-03-07,,,2019-10-01,2019-10-01,lay,js50
MBR-00813,1973-10-26,2011-12-18,,,2040-09-01,2040-09-01,lay,js50
MBR-00814,1973-01-10,2000-08-13,,,2038-09-01,2038-09-01,clergy,js100
MBR-00815,1947-01-20,1971-12-24,,,2014-11-01,2014-11-01,lay,js100
MBR-00816,1961-04-20,1994-02-16,,,2028-06-01,2028-06-01,clergy,none
MBR-00817,1973-08-27,2007-07-10,,,,,lay,none
MBR-00818,1964-06-16,2002-10-03,,,2024-12-01,2024-12-01,lay,none
MBR-00819,1958-07-25,1986-04-26,,,2019-09-01,2019-09-01,clergy,js50
MBR-00820,1946-08-10,1981-09-08,,,2007-02-01,2007-02-01,clergy,js50
MBR-00821,1956-09-03,1998-01-07,,,2022-03-01,2022-03-01,clergy,js100
MBR-00822,1963-04-22,1996-05-28,,,,,clergy,none
MBR-00823,1964-11-01,2004-10-02,,,2030-08-01,2030-08-01,clergy,js50
MBR-00824,1962-02-27,1990-01-04,,,2028-09-01,2028-09-01,lay,js100
MBR-00825,1947-09-27,1985-07-09,,,,,clergy,js100
MBR-00826,1962-10-18,2002-01-01,,,,,lay,js100
MBR-00827,1955-01-22,1979-06-12,,,2022-06-01,2022-06-01,clergy,js100
MBR-00828,1949-03-27,1988-05-13,,,2017-03-01,2017-03-01,clergy,js100
MBR-00829,1957-02-20,1996-01-17,,,,,lay,js100
MBR-00830,1969-11-17,2009-03-14,,,2033-07-01,2033-07-01,clergy,js100
MBR-00831,1955-08-10,1995-08-17,,,,,clergy,none
MBR-00832,1968-03-02,1999-05-25,,,2030-07-01,2030-07-01,lay,js100
MBR-00833,1959-06-13,1997-12-24,,,2029-09-01,2029-09-01,clergy,js50
MBR-00834,1964-09-07,2000-06-02,,,2032-02-01,2032-02-01,clergy,js100
MBR-00835,1960-08-14,1992-03-21,,,,,clergy,js100
MBR-00836,1971-10-02,1995-04-17,,,2037-05-01,2037-05-01,clergy,js50
MBR-00837,1973-02-26,2010-08-02,,,2038-09-01,2038-09-01,lay,js50
MBR-00838,1947-02-16,1985-05-18,,,,,clergy,js50
MBR-00839,1953-07-19,1985-08-15,,,,,clergy,js100
MBR-00840,1957-11-08,1984-04-27,,,2027-07-01,2027-07-01,clergy,js50
MBR-00841,1970-10-10,2013-08-21,,,,,clergy,js50
MBR-00842,1956-10-24,1995-07-26,,,,,lay,js100
MBR-00843,1957-06-18,1983-06-01,,,2019-08-01,2019-08-01,clergy,js50
MBR-00844,1973-03-19,2013-04-27,,,,,clergy,js100
MBR-00845,1946-10-06,1989-08-19,,,2016-12-01,2016-12-01,lay,js100
MBR-00846,1963-05-20,1996-07-26,,,2023-09-01,2023-09-01,clergy,js50
MBR-00847,1950-12-07,1982-03-02,,,2012-07-01,2012-07-01,lay,js50
MBR-00848,1953-12-24,1982-02-17,,,,,clergy,js100
MBR-00849,1966-03-12,1999-02-28,,,,,lay,js100
MBR-00850,1948-11-27,1973-11-07,,,2019-04-01,2019-04-01,clergy,js100
MBR-00851,1960-01-05,1988-02-13,,,2027-10-01,2027-10-01,clergy,none
MBR-00852,1947-08-16,1981-09-23,,,2011-06-01,2011-06-01,lay,js50
MBR-00853,1948-03-08,1990-03-02,,,2012-07-01,2012-07-01,clergy,js100
MBR-00854,1964-11-08,2000-01-14,,,2032-03-01,2032-03-01,clergy,js50
MBR-00855,1967-11-08,1994-01-03,,,2031-02-01,2031-02-01,clergy,none
MBR-00856,1954-10-16,1993-10-16,,,,,clergy,none
MBR-00857,1975-03-06,2011-09-06,,,2037-03-01,2037-03-01,lay,js50
MBR-00858,1953-02-02,1989-09-25,,,,,clergy,none
MBR-00859,1950-04-03,1976-12-12,,,2018-07-01,2018-07-01,clergy,js100
MBR-00860,1950-05-06,1990-02-04,,,,,clergy,js100
MBR-00861,1948-03-01,1975-06-27,,,,,lay,js100
MBR-00862,1948-03-11,1981-01-17,,,2014-05-01,2014-05-01,lay,js50
MBR-00863,1975-02-05,2017-10-06,,,2036-04-01,2036-04-01,lay,none
MBR-00864,1967-06-25,1995-05-08,,,,,clergy,js100
MBR-00865,1969-06-01,1995-04-14,,,2033-12-01,2033-12-01,clergy,none
MBR-00866,1974-03-23,2017-09-06,,,,,clergy,none
MBR-00867,1971-10-10,2005-09-07,,,2031-12-01,2031-12-01,clergy,js50
MBR-00868,1974-06-12,2006-05-27,,,2044-06-01,2044-06-01,lay,js100
MBR-00869,1966-06-04,1998-03-01,,,2030-11-01,2030-11-01,lay,js50
MBR-00870,1951-09-03,1979-08-24,,,2015-11-01,2015-11-01,lay,none
MBR-00871,1946-10-22,1984-02-26,,,,,clergy,js100
MBR-00872,1957-12-21,1981-03-21,,,,,clergy,none
MBR-00873,1952-09-10,1980-05-28,,,2022-10-01,2022-10-01,clergy,js100
MBR-00874,1959-12-01,1990-07-05,,,2022-03-01,2022-03-01,lay,js100
MBR-00875,1960-01-13,1985-03-13,,,2020-03-01,2020-03-01,clergy,js100
MBR-00876,1965-07-12,2007-06-11,,,2030-06-01,2030-06-01,clergy,js100
MBR-00877,1961-07-21,2003-12-03,,,2023-07-01,2023-07-01,clergy,js100
MBR-00878,1971-04-10,2012-04-16,,,2041-10-01,2041-10-01,lay,js100
MBR-00879,1973-07-10,1999-03-26,,,,,clergy,js100
MBR-00880,1960-03-05,1984-11-24,,,2029-10-01,2029-10-01,clergy,js100
MBR-00881,1974-10-20,2012-08-22,,,2039-02-01,2039-02-01,lay,none
MBR-00882,1949-03-01,1992-02-23,,,2019-09-01,2019-09-01,lay,none
MBR-00883,1951-09-10,1978-12-16,,,2021-02-01,2021-02-01,lay,none
MBR-00884,1974-10-04,2012-11-13,,,,,lay,js50
MBR-00885,1971-11-04,2010-11-06,,,,,clergy,none
MBR-00886,1964-04-02,1998-08-13,,,2024-11-01,2024-11-01,clergy,js50
MBR-00887,1968-10-28,2010-11-07,,,2035-02-01,2035-02-01,clergy,none
MBR-00888,1949-08-19,1978-02-02,,,2018-11-01,2018-11-01,lay,none
MBR-00889,1962-11-12,1992-02-26,,,,,clergy,js100
MBR-00890,1956-01-12,1992-07-23,,,2027-06-01,2027-06-01,clergy,none
MBR-00891,1966-10-16,2004-10-09,,,,,clergy,js50
MBR-00892,1958-02-16,1995-11-22,,,2022-07-01,2022-07-01,clergy,js100
MBR-00893,1975-03-13,2007-05-23,,,,,clergy,none
MBR-00894,1960-09-28,1998-05-08,,,2021-05-01,2021-05-01,clergy,none
MBR-00895,1960-03-06,1990-03-12,,,,,clergy,js100
MBR-00896,1971-02-20,1998-12-15,,,,,clergy,js100
MBR-00897,1969-07-23,2010-03-24,,,,,clergy,none
MBR-00898,1972-05-24,1999-05-13,,,2035-12-01,2035-12-01,lay,none
MBR-00899,1947-11-16,1987-02-12,,,2016-03-01,2016-03-01,clergy,js50
MBR-00900,1961-07-02,1991-12-02,,,2023-07-01,2023-07-01,clergy,js50
MBR-00901,1955-11-09,1993-04-28,,,2020-01-01,2020-01-01,lay,js100
MBR-00902,1951-01-23,1985-10-08,,,2022-01-01,2022-01-01,clergy,none
MBR-00903,1958-02-19,1989-04-22,,,2027-10-01,2027-10-01,clergy,none
MBR-00904,1959-10-10,2000-02-11,,,2023-06-01,2023-06-01,clergy,js50
MBR-00905,1946-12-09,1986-02-12,,,2015-03-01,2015-03-01,lay,js100
MBR-00906,1967-01-07,2004-01-17,,,2034-09-01,2034-09-01,clergy,none
MBR-00907,1949-08-20,1982-07-21,,,2016-04-01,2016-04-01,clergy,js100
MBR-00908,1965-10-26,1991-06-25,,,2028-04-01,2028-04-01,clergy,js100
MBR-00909,1963-01-02,2001-12-27,,,2030-06-01,2030-06-01,lay,none
MBR-00910,1946-03-08,1986-06-07,,,,,lay,js50
MBR-00911,1969-12-10,2006-12-19,,,,,clergy,js100
MBR-00912,1953-09-11,1979-02-19,,,2022-05-01,2022-05-01,clergy,js50
MBR-00913,1946-12-04,1982-01-15,,,2015-01-01,2015-01-01,clergy,none
MBR-00914,1951-05-04,1980-03-21,,,2019-12-01,2019-12-01,clergy,js100
MBR-00915,1947-03-20,1977-12-13,,,2016-11-01,2016-11-01,lay,none
MBR-00916,1950-08-02,1976-01-08,,,2018-10-01,2018-10-01,lay,none
MBR-00917,1959-08-21,1994-10-01,,,,,clergy,js50
MBR-00918,1974-11-24,2001-07-06,,,2044-05-01,2044-05-01,clergy,js50
MBR-00919,1956-12-14,1997-06-26,,,2026-11-01,2026-11-01,clergy,js50
MBR-00920,1964-03-25,2007-11-15,,,,,clergy,js50
MBR-00921,1969-01-19,1997-05-05,,,2031-05-01,2031-05-01,clergy,js100
MBR-00922,1958-09-23,1995-02-23,,,2027-01-01,2027-01-01,clergy,js100
MBR-00923,1969-11-27,1994-06-07,,,2030-04-01,2030-04-01,lay,js100
MBR-00924,1974-10-01,2004-09-14,,,,,clergy,js100
MBR-00925,1946-01-04,1980-09-22,,,,,clergy,js50
MBR-00926,1946-09-05,1972-07-04,,,,,clergy,js50
MBR-00927,1967-09-08,2007-06-28,,,2031-03-01,2031-03-01,lay,js100
MBR-00928,1962-01-08,1997-09-13,,,2030-08-01,2030-08-01,clergy,js50
MBR-00929,1947-12-25,1983-09-01,,,,,clergy,js50
MBR-00930,1955-06-16,1993-07-08,,,2020-03-01,2020-03-01,clergy,js100
MBR-00931,1967-05-10,2007-04-11,,,2029-07-01,2029-07-01,lay,js100
MBR-00932,1953-07-27,1988-11-08,,,2021-08-01,2021-08-01,clergy,none
MBR-00933,1967-04-02,1994-03-23,,,,,clergy,none
MBR-00934,1952-07-04,1993-11-21,,,2020-04-01,2020-04-01,clergy,js50
MBR-00935,1957-01-11,1990-07-21,,,2018-07-01,2018-07-01,lay,js50
MBR-00936,1968-02-06,1998-06-19,,,2033-04-01,2033-04-01,clergy,none
MBR-00937,1957-03-08,1988-06-19,,,2020-10-01,2020-10-01,lay,js50
MBR-00938,1970-12-04,2004-04-24,,,,,lay,none
MBR-00939,1973-12-03,2007-04-23,,,2038-06-01,2038-06-01,clergy,js50
MBR-00940,1963-10-16,2004-01-11,,,2033-12-01,2033-12-01,clergy,js100
MBR-00941,1967-07-07,2005-10-27,,,2038-08-01,2038-08-01,clergy,js100
MBR-00942,1972-08-01,2003-11-01,,,2042-06-01,2042-06-01,lay,js100
MBR-00943,1968-06-02,1999-07-02,,,2038-12-01,2038-12-01,lay,none
MBR-00944,1969-11-25,1998-03-02,,,,,clergy,js100
MBR-00945,1948-01-01,1975-09-18,,,2013-05-01,2013-05-01,clergy,js50
MBR-00946,1964-12-20,2000-08-13,,,2027-11-01,2027-11-01,clergy,js50
MBR-00947,1974-09-06,2000-04-19,,,2043-04-01,2043-04-01,clergy,js50
MBR-00948,1974-02-18,2013-06-13,,,2035-02-01,2035-02-01,clergy,js100
MBR-00949,1953-09-18,1977-04-26,,,2023-04-01,2023-04-01,clergy,js50
MBR-00950,1951-04-22,1986-05-04,,,2012-02-01,2012-02-01,clergy,js50
MBR-00951,1958-10-02,1997-06-17,,,2019-11-01,2019-11-01,lay,none
MBR-00952,1967-09-24,1991-08-21,,,2037-09-01,2037-09-01,clergy,js50
MBR-00953,1956-01-16,1994-05-08,,,2017-03-01,2017-03-01,lay,none
MBR-00954,1952-07-12,1987-08-24,,,2019-12-01,2019-12-01,clergy,none
MBR-00955,1967-01-03,2008-03-09,,,,,clergy,js50
MBR-00956,1948-04-26,1986-03-17,,,,,clergy,none
MBR-00957,1970-08-11,1996-06-14,,,2037-05-01,2037-05-01,clergy,js50
MBR-00958,1964-09-03,1995-10-19,,,2032-01-01,2032-01-01,lay,js50
MBR-00959,1950-10-21,1981-01-20,,,2020-10-01,2020-10-01,lay,none
MBR-00960,1952-07-09,1984-06-19,,,2020-08-01,2020-08-01,clergy,js100
MBR-00961,1947-06-16,1986-07-23,,,,,clergy,js50
MBR-00962,1955-09-04,1982-06-17,,,,,clergy,none
MBR-00963,1951-09-07,1994-11-14,,,2021-09-01,2021-09-01,clergy,none
MBR-00964,1949-02-21,1973-04-08,,,2014-08-01,2014-08-01,lay,js100
MBR-00965,1959-09-16,1986-02-12,,,,,lay,none
MBR-00966,1974-11-20,1998-12-03,,,,,clergy,js50
MBR-00967,1954-10-18,1987-06-04,,,2017-09-01,2017-09-01,lay,js100
MBR-00968,1972-05-11,2008-06-18,,,,,lay,none
MBR-00969,1965-10-23,1997-05-26,,,,,lay,js100
MBR-00970,1967-01-27,2009-11-18,,,2035-08-01,2035-08-01,lay,none
MBR-00971,1964-11-04,2002-02-10,,,2028-05-01,2028-05-01,clergy,js50
MBR-00972,1947-05-07,1973-04-16,,,2014-11-01,2014-11-01,lay,js100
MBR-00973,1954-11-17,1985-07-21,,,2019-05-01,2019-05-01,lay,none
MBR-00974,1964-12-20,2002-02-19,,,2027-07-01,2027-07-01,clergy,none
MBR-00975,1965-05-22,1990-08-07,,,,,clergy,js50
MBR-00976,1969-06-27,2006-03-02,,,,,lay,js100
MBR-00977,1956-06-03,1990-02-15,,,2025-08-01,2025-08-01,lay,js50
MBR-00978,1950-10-15,1985-05-09,,,,,lay,js50
MBR-00979,1970-06-22,2009-10-23,,,2038-11-01,2038-11-01,lay,js50
MBR-00980,1962-11-11,2003-09-23,,,2026-05-01,2026-05-01,clergy,none
MBR-00981,1955-08-15,1988-04-25,,,,,lay,none
MBR-00982,1949-04-15,1989-02-03,,,,,clergy,js50
MBR-00983,1967-09-14,2001-10-16,,,,,lay,none
MBR-00984,1960-11-21,2000-10-09,,,,,clergy,js50
MBR-00985,1968-06-08,2007-09-02,,,,,lay,js100
MBR-00986,1954-05-03,1980-02-26,,,,,lay,none
MBR-00987,1961-10-28,1998-11-27,,,2031-10-01,2031-10-01,lay,js50
MBR-00988,1956-09-04,1986-09-23,,,2021-08-01,2021-08-01,clergy,js100
MBR-00989,1948-11-27,1987-04-17,,,,,lay,js100
MBR-00990,1953-04-06,1995-01-27,,,,,lay,js50
MBR-00991,1949-04-24,1977-07-08,,,2014-11-01,2014-11-01,clergy,none
MBR-00992,1958-11-11,1985-05-06,,,2027-06-01,2027-06-01,clergy,js50
MBR-00993,1964-04-13,1988-06-09,,,2027-08-01,2027-08-01,clergy,js50
MBR-00994,1971-11-14,1996-02-08,,,,,clergy,js100
MBR-00995,1951-08-25,1988-05-27,,,2015-04-01,2015-04-01,clergy,js100
MBR-00996,1953-10-16,1981-09-13,,,2019-10-01,2019-10-01,lay,none
MBR-00997,1963-10-18,1989-12-01,,,2024-02-01,2024-02-01,clergy,none
MBR-00998,1955-05-13,1997-11-26,,,,,clergy,none
MBR-00999,1949-11-20,1974-02-02,,,2010-11-01,2010-11-01,clergy,js50
MBR-01000,1968-03-16,1994-04-28,,,2029-11-01,2029-11-01,clergy,js100
EDGE-0001,1958-04-15,1990-06-01,,,2023-05-01,2023-05-01,clergy,none
EDGE-0002,1962-08-01,1995-03-01,,,2024-08-01,2024-08-01,lay,js50
EDGE-0003,1959-01-01,2019-09-01,,,2024-09-01,2024-09-01,lay,none
EDGE-0004,1959-01-01,2019-10-01,,,2024-09-01,2024-09-01,lay,none
EDGE-0005,1955-12-03,1988-01-15,,,2021-01-01,2021-01-01,clergy,js100
EDGE-0006,1957-06-20,1992-09-01,,,2022-06-01,2022-06-01,clergy,js50
EDGE-0007,1960-02-10,1994-04-01,,,2025-01-01,2025-01-01,lay,none
EDGE-0008,1961-11-05,1996-07-01,,,2026-07-01,2026-07-01,clergy,none
EDGE-0009,1960-02-29,1993-05-01,,,2025-03-01,2025-03-01,lay,js50
EDGE-0010,1956-09-09,1989-02-01,,,2021-09-01,2021-09-01,clergy,none
EDGE-0011,1958-03-25,1991-08-01,,,2023-09-17,2023-09-17,lay,none
EDGE-0013,1959-05-14,1992-03-01,2001-06-30,2012-04-01,2024-04-01,2024-04-01,clergy,js50
EDGE-0012,1957-10-02,1990-01-01,,,2022-01-01,2022-01-01,clergy,none
